time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
1.694;-0,40;-0,28;0,47;7,66;3,63;-1,73;-0,81;1,09;-3,12;0,00
1.695;-0,40;-0,28;0,47;7,18;4,62;-1,24;-0,81;1,09;-3,12;0,00
1.724;-1,00;-1,45;1,27;7,18;4,62;-1,24;-0,81;1,09;-3,12;0,00
1.745;-1,00;-1,45;1,27;7,18;4,62;-1,24;-0,75;1,21;-4,84;0,00
1.764;-1,00;-1,45;1,27;1,04;-3,74;6,91;-0,75;1,21;-4,84;0,00
1.765;-1,00;-1,45;1,27;-0,07;-2,36;7,46;-0,75;1,21;-4,84;0,00
1.793;-2,04;-1,71;1,77;-0,07;-2,36;7,46;-0,75;1,21;-4,84;0,00
1.823;-2,04;-1,71;1,77;-0,07;-2,36;7,46;2,56;3,77;-2,58;0,00
1.833;-2,04;-1,71;1,77;-13,13;-11,51;17,92;2,56;3,77;-2,58;0,00
1.836;-2,04;-1,71;1,77;-13,20;-11,20;17,16;2,56;3,77;-2,58;0,00
1.863;-1,23;-1,78;1,54;-13,20;-11,20;17,16;2,56;3,77;-2,58;0,00
1.902;-1,23;-1,78;1,54;-13,20;-11,20;17,16;3,53;4,05;0,44;0,00
1.903;-1,23;-1,78;1,54;-10,33;-6,51;11,79;3,53;4,05;0,44;0,00
1.933;-0,56;-1,84;1,28;-10,33;-6,51;11,79;3,53;4,05;0,44;0,00
1.945;-0,56;-1,84;1,28;-10,33;-6,51;11,79;4,32;5,94;1,20;0,00
1.971;-0,56;-1,84;1,28;-0,22;-12,46;12,79;4,32;5,94;1,20;0,00
1.972;-0,56;-1,84;1,28;0,64;-12,97;13,10;4,32;5,94;1,20;0,00
2.0;-0,50;-1,03;0,64;0,64;-12,97;13,10;4,32;5,94;1,20;0,00
2.02;-0,50;-1,03;0,64;0,64;-12,97;13,10;4,10;5,55;1,99;0,00
2.045;-0,50;-1,03;0,64;2,76;-7,46;7,33;4,10;5,55;1,99;0,00
2.047;-0,50;-1,03;0,64;3,36;-8,22;7,90;4,10;5,55;1,99;0,00
2.069;-0,05;-0,57;0,47;3,36;-8,22;7,90;4,10;5,55;1,99;0,00
2.098;-0,05;-0,57;0,47;3,36;-8,22;7,90;3,58;4,04;2,74;0,00
2.108;-0,05;-0,57;0,47;7,32;-2,18;4,84;3,58;4,04;2,74;0,00
2.11;-0,05;-0,57;0,47;7,52;-3,17;6,06;3,58;4,04;2,74;0,00
2.138;-0,05;-0,57;0,47;7,52;-3,17;6,06;3,31;5,12;2,60;0,00
2.138;0,13;-0,47;0,40;7,52;-3,17;6,06;3,31;5,12;2,60;0,00
2.178;0,13;-0,47;0,40;9,80;-2,96;6,52;3,31;5,12;2,60;0,00
2.207;0,27;-0,36;0,49;9,80;-2,96;6,52;3,31;5,12;2,60;0,00
2.217;0,27;-0,36;0,49;9,80;-2,96;6,52;2,41;4,25;1,99;0,00
2.247;0,27;-0,36;0,49;10,52;-0,81;8,75;2,41;4,25;1,99;0,00
2.25;0,27;-0,36;0,49;9,85;-0,97;9,61;2,41;4,25;1,99;0,00
2.286;0,22;-0,44;0,36;9,85;-0,97;9,61;2,41;4,25;1,99;0,00
2.309;0,22;-0,44;0,36;9,85;-0,97;9,61;1,69;0,98;-0,11;0,00
2.315;0,22;-0,44;0,36;10,60;-1,74;9,33;1,69;0,98;-0,11;0,00
2.316;0,22;-0,44;0,36;10,53;-1,09;8,66;1,69;0,98;-0,11;0,00
2.335;0,22;-0,44;0,36;10,53;-1,09;8,66;0,66;-3,25;-2,71;0,00
2.345;-0,24;-1,14;0,21;10,53;-1,09;8,66;0,66;-3,25;-2,71;0,00
2.384;-0,24;-1,14;0,21;7,62;-2,72;5,49;0,66;-3,25;-2,71;0,00
2.385;-0,24;-1,14;0,21;7,19;-1,58;4,34;0,66;-3,25;-2,71;0,00
2.415;-0,24;-1,14;0,21;7,19;-1,58;4,34;0,46;-3,56;-4,06;0,00
2.417;-1,22;-2,09;-0,14;7,19;-1,58;4,34;0,46;-3,56;-4,06;0,00
